name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,source
boston,2023-11-20,4.4,-1.3,2.1,1.3,-5.5,-2.4,-8.3,47.0,0.0,0,0.0,,0.0,0.0,42.5,29.2,29.2,19.1,12.5,329.8,1027.0,25.9,16.0,86.3,7.5,4,10,2023-11-20T06:40:58,2023-11-20T16:18:21,0.25,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-11-21,5.0,-3.0,2.0,2.4,-7.5,-2.0,-5.7,57.1,0.0,0,0.0,,0.0,0.0,29.5,25.5,25.5,15.8,7.4,101.6,1033.1,65.1,16.0,75.5,6.6,4,10,2023-11-21T06:42:10,2023-11-21T16:17:38,0.3,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-11-22,11.2,3.3,7.6,11.2,-1.5,4.5,6.4,92.5,30.025,100,66.67,rain,0.0,0.0,55.4,38.1,38.1,23.4,11.2,94.9,1008.2,95.9,8.7,21.8,1.9,1,10,2023-11-22T06:43:23,2023-11-22T16:16:58,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
boston,2023-11-23,11.2,4.8,7.5,11.2,1.1,4.6,1.7,68.5,0.0,0,0.0,,0.0,0.0,49.8,33.0,33.0,19.4,9.2,297.7,1006.8,22.9,16.0,83.5,7.2,4,10,2023-11-23T06:44:34,2023-11-23T16:16:20,0.37,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-11-24,9.4,-0.7,5.9,7.3,-7.2,2.4,-3.4,52.7,0.0,0,0.0,,0.0,0.0,44.6,31.1,31.1,19.8,10.9,280.4,1017.5,46.7,16.0,86.0,7.4,4,10,2023-11-24T06:45:45,2023-11-24T16:15:45,0.4,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2023-11-25,2.9,-2.9,-0.4,0.3,-7.7,-4.6,-12.2,40.8,0.0,0,0.0,,0.0,0.0,33.5,25.4,25.4,14.1,9.2,285.0,1027.9,36.8,16.0,80.3,6.8,4,10,2023-11-25T06:46:55,2023-11-25T16:15:11,0.44,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2023-11-26,7.2,-1.8,3.4,5.4,-6.5,-0.1,-3.0,63.5,0.295,100,4.17,rain,0.0,0.0,27.7,27.3,27.3,14.4,7.7,170.9,1023.2,69.5,16.0,50.9,4.3,3,10,2023-11-26T06:48:04,2023-11-26T16:14:40,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
boston,2023-11-27,12.2,3.8,8.7,12.2,0.5,6.2,3.0,69.4,10.844,100,25.0,rain,0.0,0.0,51.5,40.3,40.3,24.1,12.8,246.7,1003.7,57.0,14.4,74.1,6.4,4,10,2023-11-27T06:49:13,2023-11-27T16:14:11,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,obs
boston,2023-11-28,4.3,-0.7,2.2,0.1,-7.6,-3.0,-8.4,46.5,0.0,0,0.0,,0.0,0.0,51.6,34.8,34.8,25.2,14.5,273.7,1006.5,53.1,16.0,57.3,4.8,4,10,2023-11-28T06:50:21,2023-11-28T16:13:44,0.54,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-11-29,2.2,-1.7,0.0,-1.9,-8.3,-5.0,-9.9,47.7,0.0,0,0.0,,0.0,0.0,44.5,31.3,31.3,19.2,12.5,260.6,1015.6,37.3,16.0,85.3,7.2,4,10,2023-11-29T06:51:28,2023-11-29T16:13:20,0.57,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2023-11-30,7.9,-1.3,3.3,4.7,-6.1,-0.7,-5.8,51.8,0.0,0,0.0,,0.0,0.0,35.3,31.0,31.0,17.8,12.6,219.4,1018.4,58.9,16.0,83.3,7.2,4,10,2023-11-30T06:52:34,2023-11-30T16:12:58,0.61,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2023-12-01,11.7,4.9,8.3,11.7,1.2,6.1,2.8,69.3,1.597,100,25.0,rain,0.0,0.0,35.3,27.1,27.1,17.0,5.4,213.3,1019.3,80.0,15.5,48.3,4.3,3,10,2023-12-01T06:53:38,2023-12-01T16:12:38,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
boston,2023-12-02,10.0,6.6,8.7,8.3,5.9,7.3,7.0,89.5,0.006,100,4.17,rain,0.0,0.0,27.7,16.4,16.4,9.3,0.0,246.4,1015.9,98.3,13.9,16.5,1.5,1,10,2023-12-02T06:54:42,2023-12-02T16:12:21,0.67,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
boston,2023-12-03,7.8,6.1,7.1,7.1,2.1,3.6,5.8,91.9,17.334,100,66.67,rain,0.0,0.0,44.3,31.1,31.1,22.0,0.0,62.5,1012.6,99.9,10.1,7.0,0.6,0,10,2023-12-03T06:55:45,2023-12-03T16:12:06,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
boston,2023-12-04,8.4,3.9,6.3,6.9,0.4,4.1,4.8,90.4,3.561,100,25.0,rain,0.0,0.0,24.1,20.0,20.0,11.2,0.0,6.2,1005.9,91.7,12.8,55.0,4.7,5,10,2023-12-04T06:56:46,2023-12-04T16:11:54,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
boston,2023-12-05,5.6,0.0,2.7,3.3,-4.6,-0.9,-2.0,71.7,0.005,100,8.33,rain,0.0,0.0,35.3,22.1,22.1,14.5,7.3,344.6,1014.6,81.4,16.0,35.2,2.9,2,10,2023-12-05T06:57:46,2023-12-05T16:11:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
boston,2023-12-06,1.2,-2.8,-0.8,-2.8,-9.3,-5.6,-4.8,74.8,0.0,0,0.0,"rain,snow",1.1,0.0,33.5,23.5,23.5,16.3,9.3,352.7,1015.1,74.0,14.7,37.4,3.3,3,10,2023-12-06T06:58:45,2023-12-06T16:11:36,0.8,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-07,0.6,-6.2,-2.5,-3.2,-13.0,-7.6,-10.4,55.4,0.0,0,0.0,,0.0,0.0,29.5,25.1,25.1,15.6,9.3,304.4,1015.1,48.5,16.0,49.1,4.3,3,10,2023-12-07T06:59:42,2023-12-07T16:11:31,0.83,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-08,5.0,-1.8,1.6,4.0,-6.5,-1.1,-3.5,69.4,0.0,0,0.0,,0.0,0.0,13.0,17.7,17.7,9.3,0.0,223.1,1021.6,49.6,16.0,72.9,6.3,4,10,2023-12-08T07:00:38,2023-12-08T16:11:28,0.86,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-09,10.0,1.0,6.4,10.0,-1.8,4.8,3.8,83.5,0.0,0,0.0,,0.0,0.0,22.3,16.5,16.5,9.2,0.0,145.9,1024.0,93.2,16.0,48.8,4.2,3,10,2023-12-09T07:01:32,2023-12-09T16:11:28,0.9,Overcast,Cloudy skies throughout the day.,obs
boston,2023-12-10,16.2,6.7,12.0,16.2,4.6,11.3,10.7,92.3,8.012,100,33.33,rain,0.0,0.0,52.9,31.3,31.3,17.6,0.2,186.4,1013.7,97.7,10.6,37.4,3.4,3,10,2023-12-10T07:02:25,2023-12-10T16:11:30,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
boston,2023-12-11,16.7,3.3,8.1,16.7,-1.8,4.8,4.3,77.5,47.444,100,45.83,rain,0.0,0.0,69.2,40.3,40.3,27.6,12.9,270.9,1004.1,73.6,12.2,32.3,2.7,3,10,2023-12-11T07:03:16,2023-12-11T16:11:34,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
boston,2023-12-12,6.7,1.1,3.3,3.2,-4.0,-0.8,-5.2,54.2,0.0,0,0.0,,0.0,0.0,40.7,23.8,23.8,18.8,12.6,246.1,1024.8,14.0,16.0,79.8,6.8,4,10,2023-12-12T07:04:06,2023-12-12T16:11:41,0.0,Clear,Clear conditions throughout the day.,obs
boston,2023-12-13,6.7,1.1,3.9,3.5,-4.7,-0.6,-5.6,50.8,0.0,0,0.0,,0.0,0.0,55.4,31.2,31.2,22.9,17.8,269.9,1027.9,18.8,16.0,68.9,6.0,4,10,2023-12-13T07:04:54,2023-12-13T16:11:51,0.03,Clear,Clear conditions throughout the day.,obs
boston,2023-12-14,2.2,-2.2,0.0,-1.3,-8.3,-5.1,-11.2,43.4,0.0,0,0.0,,0.0,0.0,42.5,27.2,27.2,19.3,11.1,281.8,1033.6,38.4,16.0,79.9,6.9,4,10,2023-12-14T07:05:40,2023-12-14T16:12:02,0.06,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-15,12.9,0.0,6.6,12.9,-5.3,4.0,-1.9,55.0,0.0,0,0.0,,0.0,0.0,37.1,25.5,25.5,17.5,9.0,243.5,1023.4,53.1,16.0,64.7,5.6,3,10,2023-12-15T07:06:24,2023-12-15T16:12:16,0.1,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-16,10.0,4.7,7.1,10.0,0.8,4.4,0.8,64.9,0.0,0,0.0,,0.0,0.0,31.7,20.4,20.4,15.5,10.8,46.1,1031.3,50.7,16.0,76.8,6.5,4,10,2023-12-16T07:07:06,2023-12-16T16:12:33,0.13,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2023-12-17,10.7,4.8,7.6,10.7,1.6,5.4,5.4,86.0,9.22,100,20.83,rain,0.0,0.0,31.7,23.6,23.6,14.9,9.3,102.1,1027.5,96.7,14.4,37.5,3.2,2,10,2023-12-17T07:07:46,2023-12-17T16:12:52,0.17,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
boston,2023-12-18,16.8,7.9,13.2,16.8,4.6,12.6,11.4,89.2,36.111,100,79.17,rain,0.0,0.0,108.7,78.5,78.5,38.6,18.4,166.4,994.1,88.3,9.1,11.0,1.1,1,10,2023-12-18T07:08:25,2023-12-18T16:13:13,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
boston,2023-12-19,8.3,2.2,5.8,5.6,-2.9,2.4,0.0,66.6,2.311,100,4.17,rain,0.0,0.0,40.7,29.0,29.0,18.5,9.2,260.9,1011.5,48.2,16.0,57.8,5.1,4,10,2023-12-19T07:09:01,2023-12-19T16:13:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
boston,2023-12-20,6.7,-0.7,2.4,3.5,-6.4,-1.7,-5.5,58.0,0.0,0,0.0,,0.0,0.0,44.3,23.6,23.6,17.3,9.4,322.3,1024.6,12.8,16.0,69.5,5.9,3,10,2023-12-20T07:09:35,2023-12-20T16:14:02,0.28,Clear,Clear conditions throughout the day.,obs
boston,2023-12-21,1.7,-3.3,0.0,-2.8,-9.1,-5.0,-9.0,52.2,0.0,0,0.0,,0.0,0.0,46.4,27.6,27.6,19.0,13.1,334.5,1028.2,19.2,16.0,74.6,6.3,3,10,2023-12-21T07:10:07,2023-12-21T16:14:30,0.31,Clear,Clear conditions throughout the day.,obs
boston,2023-12-22,1.7,-5.7,-2.3,1.7,-12.7,-6.2,-11.8,49.9,0.0,0,0.0,,0.0,0.0,33.5,22.2,22.2,11.1,0.0,305.9,1031.4,23.7,16.0,68.2,5.8,3,10,2023-12-22T07:10:37,2023-12-22T16:15:01,0.35,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-23,5.6,-4.5,1.2,2.6,-4.7,-0.7,-4.7,65.6,0.0,0,0.0,,0.0,0.0,24.1,14.7,14.7,7.2,0.0,185.1,1032.9,72.7,16.0,52.3,4.5,3,10,2023-12-23T07:11:05,2023-12-23T16:15:33,0.38,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-24,7.3,3.3,5.5,7.2,0.1,4.7,4.9,96.4,0.321,100,20.83,rain,0.0,0.0,18.4,12.8,12.8,3.9,0.0,121.6,1030.6,99.2,14.6,26.4,2.2,2,10,2023-12-24T07:11:31,2023-12-24T16:16:08,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
boston,2023-12-25,9.4,3.4,7.0,8.0,2.1,5.9,6.4,96.0,0.0,0,0.0,,0.0,0.0,11.2,14.4,14.4,6.6,0.0,68.3,1030.8,62.4,14.4,66.5,5.7,3,10,2023-12-25T07:11:55,2023-12-25T16:16:45,0.45,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2023-12-26,8.5,2.8,4.8,6.6,-0.2,3.1,4.8,99.7,0.0,0,0.0,,0.0,0.0,18.4,14.6,14.6,7.6,0.0,171.8,1025.9,91.8,4.2,54.3,4.7,3,10,2023-12-26T07:12:16,2023-12-26T16:17:23,0.5,Overcast,Cloudy skies throughout the day.,obs
boston,2023-12-27,10.7,5.0,7.3,10.7,1.8,6.0,7.2,99.2,0.492,100,12.5,rain,0.0,0.0,18.4,14.6,14.6,8.2,0.0,126.5,1019.2,98.4,10.9,37.3,3.3,3,10,2023-12-27T07:12:35,2023-12-27T16:18:04,0.52,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
boston,2023-12-28,7.3,5.6,6.8,4.9,1.7,3.1,6.8,99.7,17.64,100,95.83,rain,0.0,0.0,48.0,35.0,35.0,23.6,12.9,18.8,1008.9,100.0,3.8,11.4,1.0,1,10,2023-12-28T07:12:51,2023-12-28T16:18:47,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
boston,2023-12-29,7.9,4.4,6.1,5.9,2.4,4.0,6.0,99.7,0.611,100,20.83,rain,0.0,0.0,33.5,14.7,14.7,9.8,5.3,233.3,1003.5,100.0,9.8,16.2,1.5,1,10,2023-12-29T07:13:06,2023-12-29T16:19:32,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
boston,2023-12-30,7.8,2.3,5.8,5.8,-2.1,2.7,4.3,90.8,2.508,100,41.67,rain,0.0,0.0,37.1,25.8,25.8,15.5,7.5,293.7,1000.8,95.3,13.6,18.5,1.5,1,10,2023-12-30T07:13:18,2023-12-30T16:20:19,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
boston,2023-12-31,3.9,0.7,2.1,0.5,-3.2,-1.4,-3.9,64.8,0.0,0,0.0,,0.0,0.0,31.3,18.1,18.1,13.2,9.2,316.3,1012.3,92.8,16.0,40.8,3.6,2,10,2023-12-31T07:13:27,2023-12-31T16:21:07,0.65,Overcast,Cloudy skies throughout the day.,obs
boston,2024-01-01,3.4,-1.7,0.7,1.6,-5.1,-2.3,-4.9,66.4,0.0,0,0.0,,0.0,0.0,20.5,12.7,12.7,9.5,5.3,349.3,1016.6,65.5,16.0,51.9,4.4,3,10,2024-01-01T07:13:34,2024-01-01T16:21:58,0.68,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2024-01-02,5.0,-4.4,-0.2,3.9,-9.8,-3.6,-7.0,61.5,0.0,0,0.0,,0.0,0.0,16.6,16.3,16.3,10.5,0.2,279.2,1016.0,9.6,16.0,75.5,6.5,3,10,2024-01-02T07:13:39,2024-01-02T16:22:50,0.72,Clear,Clear conditions throughout the day.,obs
boston,2024-01-03,5.7,-0.8,2.6,4.7,-5.6,-0.5,-2.8,68.3,0.0,0,0.0,,0.0,0.0,20.5,18.1,18.1,11.5,5.3,301.7,1014.1,58.0,16.0,70.8,6.1,4,10,2024-01-03T07:13:42,2024-01-03T16:23:44,0.75,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2024-01-04,7.2,-4.3,2.7,5.1,-13.0,-1.7,-4.7,60.5,0.0,0,0.0,,0.0,0.0,54.0,38.6,38.6,19.8,7.6,300.3,1013.5,65.9,16.0,51.3,4.4,3,10,2024-01-04T07:13:42,2024-01-04T16:24:39,0.78,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2024-01-05,1.2,-6.2,-2.6,-3.9,-14.6,-9.0,-11.9,49.4,0.0,0,0.0,,0.0,0.0,53.5,35.1,35.1,23.7,12.7,298.2,1021.3,30.1,16.0,78.6,6.8,4,10,2024-01-05T07:13:39,2024-01-05T16:25:36,0.81,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2024-01-06,2.8,-0.7,1.1,0.8,-6.1,-2.5,-3.8,70.9,1.274,100,12.5,"rain,snow",0.0,0.0,64.8,47.8,47.8,14.2,5.2,108.5,1020.8,97.8,15.3,32.8,2.8,2,10,2024-01-06T07:13:35,2024-01-06T16:26:35,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,obs
boston,2024-01-07,2.8,-4.3,-0.5,-3.5,-11.6,-7.5,-1.0,97.1,24.262,100,70.83,"rain,snow",6.8,0.0,57.8,46.0,46.0,34.7,20.4,39.3,1006.4,100.0,6.4,14.0,1.2,1,10,2024-01-07T07:13:28,2024-01-07T16:27:35,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
boston,2024-01-08,2.2,-3.3,-0.7,-1.2,-8.4,-5.0,-4.4,76.3,0.0,0,0.0,snow,0.8,0.0,38.9,25.7,25.7,14.6,7.6,304.4,1023.4,50.9,15.9,81.5,7.2,4,10,2024-01-08T07:13:18,2024-01-08T16:28:37,0.91,Partially cloudy,Clearing in the afternoon.,obs
boston,2024-01-09,5.6,-3.0,0.8,-0.1,-6.6,-2.8,-1.4,85.3,11.827,100,25.0,rain,0.0,0.0,63.4,49.9,49.9,17.8,0.0,105.9,1024.1,70.1,14.3,44.2,3.9,2,10,2024-01-09T07:13:06,2024-01-09T16:29:40,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
boston,2024-01-10,13.3,6.2,9.4,13.3,0.4,6.6,5.6,79.0,50.816,100,54.17,rain,0.0,0.0,88.6,53.5,53.5,32.2,20.6,210.2,990.1,85.4,12.5,49.0,4.2,3,10,2024-01-10T07:12:52,2024-01-10T16:30:44,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
boston,2024-01-11,6.7,3.9,5.4,3.8,-1.0,1.5,-2.4,57.7,0.0,0,0.0,,0.0,0.0,50.0,33.2,33.2,20.7,10.9,265.4,1007.7,91.8,16.0,59.5,5.3,5,10,2024-01-11T07:12:36,2024-01-11T16:31:49,0.0,Overcast,Cloudy skies throughout the day.,obs
boston,2024-01-12,8.3,2.2,4.9,8.3,-1.6,1.6,0.5,74.8,0.0,0,0.0,,0.0,0.0,37.1,25.8,25.8,15.6,0.2,185.4,1019.3,44.6,16.0,81.8,6.9,4,10,2024-01-12T07:12:17,2024-01-12T16:32:56,0.04,Partially cloudy,Partly cloudy throughout the day.,obs
boston,2024-01-13,15.0,4.4,8.3,15.0,-1.3,5.0,6.0,86.6,36.637,100,50.0,rain,0.0,0.0,64.6,49.8,49.8,33.0,16.4,158.6,996.6,81.8,11.9,28.4,2.5,3,10,2024-01-13T07:11:55,2024-01-13T16:34:03,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
boston,2024-01-14,5.0,-2.8,1.6,0.0,-9.5,-4.8,-7.4,51.8,0.0,0,0.0,,0.0,0.0,63.5,51.5,51.5,34.5,22.4,249.2,1008.0,46.5,15.3,52.2,4.6,4,10,2024-01-14T07:11:32,2024-01-14T16:35:12,0.11,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2024-01-15,0.0,-5.0,-2.3,-0.7,-11.9,-7.3,-14.2,39.7,0.0,0,0.0,,0.0,0.0,45.6,29.4,29.4,16.4,0.1,254.6,1021.5,51.2,16.0,85.2,7.2,4,10,2024-01-15T07:11:06,2024-01-15T16:36:22,0.15,Partially cloudy,Becoming cloudy in the afternoon.,obs
boston,2024-01-16,1.1,-3.8,-2.0,-2.8,-12.2,-6.7,-3.6,90.3,14.08,100,62.5,"rain,snow",8.6,0.0,54.6,36.8,36.8,16.6,0.0,332.6,1011.1,96.6,6.7,6.8,0.7,0,10,2024-01-16T07:10:38,2024-01-16T16:37:33,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
boston,2024-01-17,-2.8,-7.2,-5.3,-8.8,-14.8,-12.6,-12.5,57.6,0.0,0,0.0,,0.0,0.0,46.4,31.4,31.4,24.5,16.3,275.3,1009.9,15.4,16.0,85.8,7.4,4,10,2024-01-17T07:10:08,2024-01-17T16:38:44,0.25,Clear,Clear conditions throughout the day.,obs
boston,2024-01-18,-1.6,-7.8,-4.6,-6.6,-16.3,-11.5,-12.1,56.4,0.0,0,0.0,,0.0,0.0,42.5,31.4,31.4,22.6,12.9,242.1,1017.8,75.1,16.0,57.3,4.9,3,10,2024-01-18T07:09:35,2024-01-18T16:39:57,0.25,Partially cloudy,Partly cloudy throughout the day.,obs
